Number;IndexGroup;IndexOffset;Description;Type;Length;Writable;Unit;Context;Task
3746;0x23300;0x20133;techno.late_sync[7].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3747;0x23300;0x20134;techno.late_sync[7].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3748;0x23300;0x20135;techno.late_sync[7].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3749;0x23300;0x20136;techno.late_sync[7].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3750;0x23300;0x20137;techno.late_sync[7].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3751;0x23300;0x20138;techno.late_sync[7].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3752;0x23300;0x20139;techno.late_sync[7].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3753;0x23300;0x2013a;techno.late_sync[7].m_h.nr_late_sync;UNS16;2;false;-;AXIS;TASK_IPO
3754;0x23300;0x2013b;techno.late_sync[8].type;UNS16;2;false;-;AXIS;TASK_IPO
3755;0x23300;0x2013c;techno.late_sync[8].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3756;0x23300;0x2013d;techno.late_sync[8].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3757;0x23300;0x2013e;techno.late_sync[8].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3758;0x23300;0x2013f;techno.late_sync[8].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3759;0x23300;0x20140;techno.late_sync[8].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3760;0x23300;0x20141;techno.late_sync[8].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3761;0x23300;0x20142;techno.late_sync[8].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3762;0x23300;0x20143;techno.late_sync[8].m_h.nr_late_sync;UNS16;2;false;-;AXIS;TASK_IPO
3763;0x23300;0x20144;techno.late_sync[9].type;UNS16;2;false;-;AXIS;TASK_IPO
3764;0x23300;0x20145;techno.late_sync[9].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3765;0x23300;0x20146;techno.late_sync[9].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3766;0x23300;0x20147;techno.late_sync[9].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3767;0x23300;0x20148;techno.late_sync[9].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3768;0x23300;0x20149;techno.late_sync[9].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3769;0x23300;0x2014a;techno.late_sync[9].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3770;0x23300;0x2014b;techno.late_sync[9].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3771;0x23300;0x2014c;techno.late_sync[9].m_h.nr_late_sync;UNS16;2;false;-;AXIS;TASK_IPO
3772;0x23300;0x2014d;dyn_pos_limit_high.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3773;0x23300;0x2014e;dyn_pos_limit_high.command;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3774;0x23300;0x2014f;dyn_pos_limit_high.request;SGN32;4;false;-;AXIS;TASK_IPO
3775;0x23300;0x20150;dyn_pos_limit_high.state;SGN32;4;false;-;AXIS;TASK_IPO
3776;0x23300;0x20151;dyn_pos_limit_low.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3777;0x23300;0x20152;dyn_pos_limit_low.command;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3778;0x23300;0x20153;dyn_pos_limit_low.request;SGN32;4;false;-;AXIS;TASK_IPO
3779;0x23300;0x20154;dyn_pos_limit_low.state;SGN32;4;false;-;AXIS;TASK_IPO
3780;0x23300;0x20155;deactivate_axis.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3781;0x23300;0x20156;deactivate_axis.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3782;0x23300;0x20157;deactivate_axis.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3783;0x23300;0x20158;deactivate_axis.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3784;0x23300;0x20159;add_cmd_values.enable_w;BOOLEAN;1;false;-;AXIS;TASK_IPO
3785;0x23300;0x2015a;m_add_speed_value;SGN32;4;false;µm/s;AXIS;TASK_IPO
3786;0x23300;0x2015b;m_add_pos_value;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3787;0x23300;0x2015c;spindle.run_down_state;UNS08;1;false;-;AXIS;TASK_IPO
3788;0x23300;0x2015d;lr_state.active_rev_r;SGN32;4;false;µm/s;AXIS;TASK_IPO
3789;0x23300;0x2015e;lr_state.cmd_rev_r;SGN32;4;false;µm/s;AXIS;TASK_IPO
3790;0x23300;0x2015f;lr_state.current_rev_r;SGN32;4;false;µm/s;AXIS;TASK_IPO
3791;0x23300;0x20160;hld.lr_axis_control.drive_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
3792;0x23300;0x20161;hld.lr_axis_control.axis_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
3793;0x23300;0x20162;lr_ax_ctrl.drive_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
3794;0x23300;0x20163;lr_ax_ctrl.axis_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
3795;0x23300;0x20164;head.plc_present_w;BOOLEAN;1;false;-;AXIS;TASK_IPO
3796;0x23300;0x20165;probe_actuated_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3797;0x23300;0x20166;measure_value_ok_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3798;0x23300;0x30000;HLD : axis elements;UNS32;4;false;-;AXIS;TASK_IPO
3799;0x23300;0x30001;aufloesung;REAL64;8;false;Incr./0.1 µm;AXIS;TASK_IPO
3800;0x23300;0x30002;ax_coupling.f_is_free;BOOLEAN;1;false;-;AXIS;TASK_IPO
3801;0x23300;0x30003;ax_coupling.f_coupling_set;BOOLEAN;1;false;-;AXIS;TASK_IPO
3802;0x23300;0x30004;ax_coupling.command_old;BOOLEAN;1;false;-;AXIS;TASK_IPO
3803;0x23300;0x30005;ax_coupling.wait_acknowledge;BOOLEAN;1;false;-;AXIS;TASK_IPO
3804;0x23300;0x30006;ax_coupling.result;SGN32;4;false;-;AXIS;TASK_IPO
3805;0x23300;0x30007;Follow_up.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3806;0x23300;0x30008;Follow_up.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3807;0x23300;0x30009;Follow_up.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3808;0x23300;0x3000a;Follow_up.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3809;0x23300;0x3000b;drive_on.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3810;0x23300;0x3000c;drive_on.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3811;0x23300;0x3000d;drive_on.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3812;0x23300;0x3000e;drive_on.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3813;0x23300;0x3000f;torque_permission.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3814;0x23300;0x30010;torque_permission.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3815;0x23300;0x30011;torque_permission.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3816;0x23300;0x30012;torque_permission.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3817;0x23300;0x30013;release_feedhold.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3818;0x23300;0x30014;release_feedhold.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3819;0x23300;0x30015;release_feedhold.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3820;0x23300;0x30016;release_feedhold.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3821;0x23300;0x30017;reference_cam.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3822;0x23300;0x30018;reference_cam.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3823;0x23300;0x30019;reference_cam.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3824;0x23300;0x3001a;reference_cam.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3825;0x23300;0x3001b;gantry_on.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3826;0x23300;0x3001c;gantry_on.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3827;0x23300;0x3001d;gantry_on.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3828;0x23300;0x3001e;gantry_on.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3829;0x23300;0x3001f;ready_for_power_on_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3830;0x23300;0x30020;ready_for_control_loop_on_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3831;0x23300;0x30021;lr_state.is_moved_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3832;0x23300;0x30022;lr_state.is_moving_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3833;0x23300;0x30023;lr_state.is_moving_forward_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3834;0x23300;0x30024;feedhold.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3835;0x23300;0x30025;feedhold.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3836;0x23300;0x30026;feedhold.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3837;0x23300;0x30027;feedhold.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3838;0x23300;0x30028;lr_state.in_window_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3839;0x23300;0x30029;lr_state.in_position_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3840;0x23300;0x3002a;lr_state.cyclic_drive_data_ok_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3841;0x23300;0x3002b;lr_state.rev_reached_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3842;0x23300;0x3002c;ext_to_ipo.command_semaphor_rw;BOOLEAN;1;false;-;AXIS;TASK_IPO
3843;0x23300;0x3002d;ext_to_ipo.command_w.job_nr;UNS32;4;false;-;AXIS;TASK_IPO
3844;0x23300;0x3002e;ext_to_ipo.command_w.fb_id_p1;UNS32;4;false;-;AXIS;TASK_IPO
3845;0x23300;0x3002f;ext_to_ipo.state_semaphor_rw;BOOLEAN;1;false;-;AXIS;TASK_IPO
3846;0x23300;0x30030;ext_to_ipo.state_r.job_nr;UNS32;4;false;-;AXIS;TASK_IPO
3847;0x23300;0x30031;ext_to_ipo.state_r.ackn;SGN32;4;false;-;AXIS;TASK_IPO
3848;0x23300;0x30032;ext_to_ipo.state_r.fb_id_p1;UNS32;4;false;-;AXIS;TASK_IPO
3849;0x23300;0x30033;blocked_job_ack_is_logged;BOOLEAN;1;false;-;AXIS;TASK_IPO
3850;0x23300;0x30034;reduced_speed.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3851;0x23300;0x30035;reduced_speed.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3852;0x23300;0x30036;reduced_speed.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3853;0x23300;0x30037;reduced_speed.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3854;0x23300;0x30038;reduced_speed_zone.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3855;0x23300;0x30039;reduced_speed_zone.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3856;0x23300;0x3003a;reduced_speed_zone.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3857;0x23300;0x3003b;reduced_speed_zone.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3858;0x23300;0x3003c;reduced_speed_2_zone.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3859;0x23300;0x3003d;reduced_speed_2_zone.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3860;0x23300;0x3003e;reduced_speed_2_zone.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3861;0x23300;0x3003f;reduced_speed_2_zone.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3862;0x23300;0x30040;clear_reference_position.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3863;0x23300;0x30041;clear_reference_position.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3864;0x23300;0x30042;clear_reference_position.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3865;0x23300;0x30043;clear_reference_position.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3866;0x23300;0x30044;set_reference_position.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3867;0x23300;0x30045;set_reference_position.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3868;0x23300;0x30046;set_reference_position.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3869;0x23300;0x30047;set_reference_position.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3870;0x23300;0x30048;refpos_position.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3871;0x23300;0x30049;refpos_position.command;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3872;0x23300;0x3004a;refpos_position.request;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3873;0x23300;0x3004b;refpos_position.state;SGN32;4;false;0.1 µm;AXIS;TASK_IPO
3874;0x23300;0x3004c;homing_done_r;BOOLEAN;1;false;-;AXIS;TASK_IPO
3875;0x23300;0x3004d;probing_signal.enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
3876;0x23300;0x3004e;probing_signal.command;BOOLEAN;1;false;-;AXIS;TASK_IPO
3877;0x23300;0x3004f;probing_signal.request;BOOLEAN;1;false;-;AXIS;TASK_IPO
3878;0x23300;0x30050;probing_signal.state;BOOLEAN;1;false;-;AXIS;TASK_IPO
3879;0x23300;0x30051;used_units_late_sync;UNS16;2;false;-;AXIS;TASK_IPO
3880;0x23300;0x30052;used_units_std_sync;UNS16;2;false;-;AXIS;TASK_IPO
3881;0x23300;0x30053;techno.std_sync[0].type;UNS16;2;false;-;AXIS;TASK_IPO
3882;0x23300;0x30054;techno.std_sync[0].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3883;0x23300;0x30055;techno.std_sync[0].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3884;0x23300;0x30056;techno.std_sync[0].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3885;0x23300;0x30057;techno.std_sync[0].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3886;0x23300;0x30058;techno.std_sync[0].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3887;0x23300;0x30059;techno.std_sync[0].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3888;0x23300;0x3005a;techno.std_sync[0].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3889;0x23300;0x3005b;techno.std_sync[1].type;UNS16;2;false;-;AXIS;TASK_IPO
3890;0x23300;0x3005c;techno.std_sync[1].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3891;0x23300;0x3005d;techno.std_sync[1].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3892;0x23300;0x3005e;techno.std_sync[1].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3893;0x23300;0x3005f;techno.std_sync[1].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3894;0x23300;0x30060;techno.std_sync[1].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3895;0x23300;0x30061;techno.std_sync[1].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3896;0x23300;0x30062;techno.std_sync[1].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3897;0x23300;0x30063;techno.std_sync[2].type;UNS16;2;false;-;AXIS;TASK_IPO
3898;0x23300;0x30064;techno.std_sync[2].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3899;0x23300;0x30065;techno.std_sync[2].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3900;0x23300;0x30066;techno.std_sync[2].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3901;0x23300;0x30067;techno.std_sync[2].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3902;0x23300;0x30068;techno.std_sync[2].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3903;0x23300;0x30069;techno.std_sync[2].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3904;0x23300;0x3006a;techno.std_sync[2].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3905;0x23300;0x3006b;techno.std_sync[3].type;UNS16;2;false;-;AXIS;TASK_IPO
3906;0x23300;0x3006c;techno.std_sync[3].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3907;0x23300;0x3006d;techno.std_sync[3].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3908;0x23300;0x3006e;techno.std_sync[3].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3909;0x23300;0x3006f;techno.std_sync[3].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3910;0x23300;0x30070;techno.std_sync[3].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3911;0x23300;0x30071;techno.std_sync[3].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3912;0x23300;0x30072;techno.std_sync[3].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3913;0x23300;0x30073;techno.std_sync[4].type;UNS16;2;false;-;AXIS;TASK_IPO
3914;0x23300;0x30074;techno.std_sync[4].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3915;0x23300;0x30075;techno.std_sync[4].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3916;0x23300;0x30076;techno.std_sync[4].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3917;0x23300;0x30077;techno.std_sync[4].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3918;0x23300;0x30078;techno.std_sync[4].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3919;0x23300;0x30079;techno.std_sync[4].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3920;0x23300;0x3007a;techno.std_sync[4].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3921;0x23300;0x3007b;techno.std_sync[5].type;UNS16;2;false;-;AXIS;TASK_IPO
3922;0x23300;0x3007c;techno.std_sync[5].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3923;0x23300;0x3007d;techno.std_sync[5].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3924;0x23300;0x3007e;techno.std_sync[5].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3925;0x23300;0x3007f;techno.std_sync[5].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3926;0x23300;0x30080;techno.std_sync[5].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3927;0x23300;0x30081;techno.std_sync[5].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3928;0x23300;0x30082;techno.std_sync[5].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3929;0x23300;0x30083;techno.std_sync[6].type;UNS16;2;false;-;AXIS;TASK_IPO
3930;0x23300;0x30084;techno.std_sync[6].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3931;0x23300;0x30085;techno.std_sync[6].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3932;0x23300;0x30086;techno.std_sync[6].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3933;0x23300;0x30087;techno.std_sync[6].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3934;0x23300;0x30088;techno.std_sync[6].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3935;0x23300;0x30089;techno.std_sync[6].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3936;0x23300;0x3008a;techno.std_sync[6].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3937;0x23300;0x3008b;techno.std_sync[7].type;UNS16;2;false;-;AXIS;TASK_IPO
3938;0x23300;0x3008c;techno.std_sync[7].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3939;0x23300;0x3008d;techno.std_sync[7].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3940;0x23300;0x3008e;techno.std_sync[7].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3941;0x23300;0x3008f;techno.std_sync[7].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3942;0x23300;0x30090;techno.std_sync[7].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3943;0x23300;0x30091;techno.std_sync[7].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3944;0x23300;0x30092;techno.std_sync[7].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3945;0x23300;0x30093;techno.std_sync[8].type;UNS16;2;false;-;AXIS;TASK_IPO
3946;0x23300;0x30094;techno.std_sync[8].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3947;0x23300;0x30095;techno.std_sync[8].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3948;0x23300;0x30096;techno.std_sync[8].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3949;0x23300;0x30097;techno.std_sync[8].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3950;0x23300;0x30098;techno.std_sync[8].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3951;0x23300;0x30099;techno.std_sync[8].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3952;0x23300;0x3009a;techno.std_sync[8].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3953;0x23300;0x3009b;techno.std_sync[9].type;UNS16;2;false;-;AXIS;TASK_IPO
3954;0x23300;0x3009c;techno.std_sync[9].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3955;0x23300;0x3009d;techno.std_sync[9].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3956;0x23300;0x3009e;techno.std_sync[9].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3957;0x23300;0x3009f;techno.std_sync[9].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3958;0x23300;0x300a0;techno.std_sync[9].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3959;0x23300;0x300a1;techno.std_sync[9].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3960;0x23300;0x300a2;techno.std_sync[9].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3961;0x23300;0x300a3;techno.std_sync[10].type;UNS16;2;false;-;AXIS;TASK_IPO
3962;0x23300;0x300a4;techno.std_sync[10].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3963;0x23300;0x300a5;techno.std_sync[10].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3964;0x23300;0x300a6;techno.std_sync[10].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3965;0x23300;0x300a7;techno.std_sync[10].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3966;0x23300;0x300a8;techno.std_sync[10].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3967;0x23300;0x300a9;techno.std_sync[10].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3968;0x23300;0x300aa;techno.std_sync[10].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3969;0x23300;0x300ab;techno.std_sync[11].type;UNS16;2;false;-;AXIS;TASK_IPO
3970;0x23300;0x300ac;techno.std_sync[11].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3971;0x23300;0x300ad;techno.std_sync[11].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3972;0x23300;0x300ae;techno.std_sync[11].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3973;0x23300;0x300af;techno.std_sync[11].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3974;0x23300;0x300b0;techno.std_sync[11].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3975;0x23300;0x300b1;techno.std_sync[11].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3976;0x23300;0x300b2;techno.std_sync[11].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3977;0x23300;0x300b3;techno.std_sync[12].type;UNS16;2;false;-;AXIS;TASK_IPO
3978;0x23300;0x300b4;techno.std_sync[12].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3979;0x23300;0x300b5;techno.std_sync[12].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3980;0x23300;0x300b6;techno.std_sync[12].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3981;0x23300;0x300b7;techno.std_sync[12].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3982;0x23300;0x300b8;techno.std_sync[12].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3983;0x23300;0x300b9;techno.std_sync[12].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3984;0x23300;0x300ba;techno.std_sync[12].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3985;0x23300;0x300bb;techno.std_sync[13].type;UNS16;2;false;-;AXIS;TASK_IPO
3986;0x23300;0x300bc;techno.std_sync[13].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3987;0x23300;0x300bd;techno.std_sync[13].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3988;0x23300;0x300be;techno.std_sync[13].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3989;0x23300;0x300bf;techno.std_sync[13].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3990;0x23300;0x300c0;techno.std_sync[13].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3991;0x23300;0x300c1;techno.std_sync[13].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
3992;0x23300;0x300c2;techno.std_sync[13].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
3993;0x23300;0x300c3;techno.std_sync[14].type;UNS16;2;false;-;AXIS;TASK_IPO
3994;0x23300;0x300c4;techno.std_sync[14].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
3995;0x23300;0x300c5;techno.std_sync[14].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
3996;0x23300;0x300c6;techno.std_sync[14].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
3997;0x23300;0x300c7;techno.std_sync[14].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
3998;0x23300;0x300c8;techno.std_sync[14].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
3999;0x23300;0x300c9;techno.std_sync[14].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
4000;0x23300;0x300ca;techno.std_sync[14].m_h.add_value;SGN32;4;false;-;AXIS;TASK_IPO
4001;0x23300;0x300cb;techno.std_sync[15].type;UNS16;2;false;-;AXIS;TASK_IPO
4002;0x23300;0x300cc;techno.std_sync[15].please;BOOLEAN;1;false;-;AXIS;TASK_IPO
4003;0x23300;0x300cd;techno.std_sync[15].done;BOOLEAN;1;false;-;AXIS;TASK_IPO
4004;0x23300;0x300ce;techno.std_sync[15].m_h.nr;UNS32;4;false;-;AXIS;TASK_IPO
4005;0x23300;0x300cf;techno.std_sync[15].m_h.time;UNS32;4;false;µs;AXIS;TASK_IPO
4006;0x23300;0x300d0;techno.std_sync[15].m_h.block_nr;UNS32;4;false;-;AXIS;TASK_IPO
4007;0x23300;0x300d1;techno.std_sync[15].m_h.prg_line_nr;UNS32;4;false;-;AXIS;TASK_IPO
